id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,coordinate
30955422,Loft in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,12012671,Zahava,Brooklyn,Bedford-Stuyvesant,Private room,50,30,1,12/19/2018,0.02,1,0,0,,"40.69067,-73.96009"
30956743,Rental unit in Brooklyn  · 1 bedroom · 1 bed · 1 bath,87859431,Melysa,Brooklyn,Park Slope,Entire home/apt,125,30,2,2/17/2019,0.03,1,0,0,,"40.68148,-73.97981"
30958980,Rental unit in Brooklyn · 1 bedroom · 1 shared bath,53911974,Joshua,Brooklyn,Bushwick,Private room,55,30,1,5/31/2019,0.02,1,0,0,,"40.70165,-73.91355"
30979146,Rental unit in New York · ★4.57 · 7 bedrooms · 1 bed · 1 bath,231456842,Brian,Manhattan,Hell's Kitchen,Entire home/apt,139,30,8,1/1/2020,0.14,1,0,0,,"40.7591,-73.99299"
30980172,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,900055,Dominic,Brooklyn,Williamsburg,Entire home/apt,99,30,0,,,1,0,0,,"40.70948,-73.96423"
30980752,Rental unit in Brooklyn · 2 bedrooms · 2 beds · 1 bath,41511227,Joe,Brooklyn,Sunset Park,Entire home/apt,55,30,1,1/21/2019,0.02,1,0,0,,"40.66568,-73.99311"
30981245,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,17981316,Kasra,Manhattan,Civic Center,Entire home/apt,250,30,2,1/3/2020,0.04,1,0,0,,"40.71268,-73.99916"
30981877,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,231474021,Cyn,Manhattan,East Harlem,Private room,65,30,12,9/8/2023,0.23,1,314,4,,"40.78582,-73.94878"
30999134,Rental unit in Brooklyn · ★4.66 · 2 bedrooms · 1 shared bath,231192888,Kevin,Brooklyn,Bedford-Stuyvesant,Private room,50,30,104,9/24/2023,1.8,1,134,37,,"40.69707,-73.94505"
31000393,Rental unit in New York · ★4.67 · 2 bedrooms · 2 beds · 1 bath,17079591,Moe,Manhattan,Financial District,Entire home/apt,216,30,3,5/20/2023,0.05,1,181,1,,"40.70953,-74.0028"
31000518,Rental unit in New York · 2 bedrooms · 2 beds · 1 bath,16145840,Nick,Manhattan,East Harlem,Entire home/apt,100,30,2,7/8/2019,0.03,2,89,0,,"40.7982,-73.93809"
31000783,Home in Queens · 1 bedroom · 1 bed · 1 shared bath,200239515,Shogo,Queens,Rego Park,Private room,43,30,0,,,238,59,0,,"40.72609,-73.85876"
31000800,Home in Queens · 1 bedroom · 1 bed · 1 private bath,200239515,Shogo,Queens,Woodside,Private room,40,30,1,12/1/2020,0.03,238,0,0,,"40.74257,-73.89468"
31001555,Serviced apartment in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,26556695,Justin And Alyssa,Manhattan,Midtown,Entire home/apt,1249,30,4,5/21/2023,0.08,6,365,2,,"40.76217,-73.97349"
31001961,Rental unit in New York · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,42676520,Andrew,Manhattan,Harlem,Private room,80,30,250,8/29/2023,4.3,3,88,41,,"40.80689,-73.94827"
31002413,Rental unit in Bronx  · ★4.50 · 1 bedroom · 2 beds · 1 shared bath,231459188,Viktoria,Bronx,Kingsbridge,Private room,35,30,3,1/5/2019,0.05,1,0,0,,"40.88756,-73.90338"
31002659,Rental unit in New York · ★4.75 · 1 bedroom · 2 beds · 1 bath,139479838,Sherry,Manhattan,Chelsea,Entire home/apt,144,30,56,9/18/2023,0.99,1,235,6,,"40.75142,-73.99457"
31014381,Home in Queens · ★4.74 · 1 bedroom · 1 bed · 1 bath,231628393,Jing,Queens,Flushing,Private room,61,30,102,9/23/2023,1.76,1,41,13,,"40.73096,-73.80357"
31019621,Serviced apartment in New York · ★5.0 · 2 bedrooms · 2 beds · 2 baths,26556695,Justin And Alyssa,Manhattan,Midtown,Entire home/apt,2699,30,9,8/20/2023,0.19,6,358,4,,"40.76212,-73.97377"
31025081,Rental unit in New York - Sunnyside  · ★5.0 · 1 bedroom · 1 bed · 1 bath,87833104,Konni,Queens,Sunnyside,Entire home/apt,98,30,18,1/22/2023,0.32,1,0,2,,"40.7409,-73.92407"
31036861,Rental unit in New York · ★5.0 · 3 bedrooms · 3 beds · 2 baths,908906,Jessie,Manhattan,Chinatown,Entire home/apt,435,30,4,1/2/2023,0.07,2,0,2,,"40.71642,-73.99003"
31036903,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,66135171,Yara,Brooklyn,Williamsburg,Private room,70,30,0,,,2,56,0,,"40.71763,-73.94208"
31038331,Rental unit in New York · Studio · 1 bed · 1 bath,107434423,Blueground,Manhattan,Midtown,Entire home/apt,196,31,0,,,602,335,0,,"40.75262,-73.989752"
31038347,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Manhattan,Midtown,Entire home/apt,210,31,0,,,602,327,0,,"40.75262,-73.989752"
31038390,Rental unit in Elmhurst  · 1 bedroom · 1 bed · 1 bath,231831493,Javier,Queens,Elmhurst,Entire home/apt,190,30,1,12/22/2018,0.02,1,0,0,,"40.73329,-73.87643"
31039770,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,93661688,Jc,Brooklyn,Greenpoint,Private room,50,30,1,1/1/2019,0.02,1,0,0,,"40.72277,-73.94639"
31040919,Rental unit in Queens · ★4.73 · 1 bedroom · 1 bed · 1 bath,5909599,Danica,Queens,Ditmars Steinway,Entire home/apt,171,30,15,8/20/2023,0.28,2,30,1,,"40.77593,-73.9161"
31042032,Rental unit in New York · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,10415675,Yao & Rain,Manhattan,Harlem,Private room,58,30,9,8/22/2019,0.16,6,0,0,,"40.8215,-73.95312"
31042303,Rental unit in New York · ★4.55 · 1 bedroom · 1 bed · 1 shared bath,10415675,Yao & Rain,Manhattan,Harlem,Private room,80,30,11,12/24/2019,0.2,6,0,0,,"40.82128,-73.95344"
31042613,Rental unit in Brooklyn · 1 bedroom · 2 beds · 1.5 shared baths,89580862,Niki,Brooklyn,Bushwick,Shared room,19,30,1,2/29/2020,0.02,3,0,0,,"40.70247,-73.92837"
31042971,Rental unit in Long Island City  · 1 bedroom · 1 bed · 1.5 shared baths,190124793,Molly,Queens,Long Island City,Private room,45,30,1,12/24/2018,0.02,1,0,0,,"40.74732,-73.93761"
31043221,Rental unit in Brooklyn · 1 bedroom · 2 beds · 1.5 shared baths,89580862,Niki,Brooklyn,Bushwick,Shared room,19,30,2,3/1/2020,0.04,3,0,0,,"40.70271,-73.92899"
31043762,Rental unit in New York · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,10415675,Yao & Rain,Manhattan,Harlem,Private room,68,30,18,9/14/2021,0.31,6,0,0,,"40.8232,-73.95491"
31044749,Home in Queens · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,230025652,Kafayat,Queens,Queens Village,Private room,61,30,12,7/16/2019,0.21,2,0,0,,"40.70407,-73.74892"
31050262,Rental unit in Brooklyn · 1 bedroom · 4 beds · 1 shared bath,231929970,Nusrat,Brooklyn,Crown Heights,Private room,200,30,1,1/2/2019,0.02,1,0,0,,"40.67777,-73.94089"
31052694,Loft in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,3363749,Alex,Brooklyn,Williamsburg,Private room,384,30,27,3/7/2020,0.49,3,365,0,,"40.70765,-73.94257"
31053180,Loft in Brooklyn · ★5.0 · 2 bedrooms · 2 beds · 1 bath,3363749,Alex,Brooklyn,Williamsburg,Entire home/apt,549,90,8,3/14/2020,0.14,3,364,0,,"40.70765,-73.94257"
31053208,Rental unit in Brooklyn · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,231959634,Eleanor And Alex,Brooklyn,Bushwick,Private room,48,30,57,3/12/2020,0.99,2,0,0,,"40.69383,-73.92907"
31053535,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,2820776,Jessie,Brooklyn,Prospect Heights,Private room,48,30,2,6/15/2019,0.04,1,0,0,,"40.67272,-73.9647"
31054566,Rental unit in New York · 1 bedroom · 1 bed · 3 shared baths,231971512,Roland,Manhattan,Chelsea,Private room,50,30,0,,,1,0,0,,"40.74757,-73.99084"
31057348,Hotel in New York · ★4.45 · 1 bedroom · 2 beds · 1 private bath,224815152,Hudson River,Manhattan,Hell's Kitchen,Private room,249,30,29,6/14/2020,0.5,10,365,0,Exempt,"40.75597,-73.99839"
31057368,Rental unit in Brooklyn · 2 bedrooms · 3 beds · 1 bath,13143585,Robert,Brooklyn,Bushwick,Entire home/apt,150,30,1,12/30/2018,0.02,2,0,0,,"40.69355,-73.9266"
31057394,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1.5 shared baths,57090879,Aaron,Brooklyn,Crown Heights,Private room,48,30,1,12/31/2018,0.02,1,0,0,,"40.66583,-73.95878"
31057603,Rental unit in Brooklyn · 2 bedrooms · 2 beds · 1 bath,20287808,Karen,Brooklyn,Bedford-Stuyvesant,Entire home/apt,64,30,0,,,1,0,0,,"40.69559,-73.9502"
31058888,Loft in Brooklyn · ★4.57 · 1 bedroom · 1 bed · 1 bath,26992810,Mike,Brooklyn,Bushwick,Entire home/apt,100,30,14,11/5/2019,0.24,1,0,0,,"40.69961,-73.93544"
31058909,Condo in Brooklyn  · ★3.57 · 3 bedrooms · 3 beds · 2 baths,118029044,Freddy,Brooklyn,Midwood,Entire home/apt,350,30,7,7/25/2022,0.13,2,269,0,,"40.61036,-73.97199"
31059276,Rental unit in New York · ★4.35 · 2 bedrooms · 3 beds · 2 baths,231468237,David And Natalia,Manhattan,Hell's Kitchen,Entire home/apt,445,30,62,10/16/2021,1.08,5,142,0,,"40.76094,-73.98776"
31060046,Rental unit in Brooklyn  · ★5.0 · 1 bedroom · 2 beds · 1 bath,201718939,Leon,Brooklyn,Greenpoint,Entire home/apt,123,30,3,3/29/2020,0.06,1,0,0,,"40.73182,-73.95607"
31069988,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,17494958,Katy,Manhattan,Upper West Side,Entire home/apt,200,30,0,,,1,0,0,,"40.77384,-73.98816"
31070935,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,232112395,Alessandro,Brooklyn,Crown Heights,Private room,63,30,0,,,1,0,0,,"40.67683,-73.9328"
31074354,Condo in Queens · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,227413647,Yamid,Queens,Elmhurst,Private room,55,30,165,9/23/2023,2.86,1,120,32,,"40.74815,-73.8773"
31074425,Rental unit in Saint Albans  · ★4.73 · 1 bedroom · 2 beds · 1 bath,232152341,Decidel,Queens,St. Albans,Entire home/apt,85,30,55,9/5/2023,0.98,1,298,5,,"40.69281,-73.76156"
31075172,Rental unit in Brooklyn · ★4.91 · 1 bedroom · 1 bed · 1 bath,50364039,Cathy,Brooklyn,Williamsburg,Entire home/apt,167,30,199,9/25/2023,3.44,3,326,50,,"40.71566,-73.96195"
31075308,Home in Brooklyn · ★4.46 · 1 bedroom · 1 bed · 1 shared bath,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,Private room,104,30,35,9/23/2023,1.31,2,329,10,,"40.6806945800781,-73.9392471313476"
31076667,Rental unit in Queens · ★5.0 · 1 bedroom · 2 beds · 1 bath,19630705,Eugene,Queens,Astoria,Entire home/apt,70,30,8,9/9/2020,0.14,1,0,0,,"40.75779,-73.92856"
31082686,Rental unit in Brooklyn · ★4.50 · 2 bedrooms · 2 beds · 1 bath,105310740,Margareth,Brooklyn,Bedford-Stuyvesant,Entire home/apt,84,30,14,2/28/2023,0.27,2,42,2,,"40.68512,-73.9516"
31082886,Rental unit in Brooklyn · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,76821338,Mohammed,Brooklyn,Crown Heights,Private room,60,30,6,12/30/2019,0.11,1,175,0,,"40.67874,-73.95426"
31084737,Rental unit in New York · 2 bedrooms · 2 beds · 1 bath,107434423,Blueground,Manhattan,Tribeca,Entire home/apt,506,31,0,,,602,231,0,,"40.71579,-74.00587"
31085028,Rental unit in New York · ★4.76 · 2 bedrooms · 3 beds · 1 bath,4399103,James,Manhattan,SoHo,Entire home/apt,250,30,50,8/12/2023,0.86,3,250,2,,"40.72622,-74.0013"
31085213,Hotel in New York · ★4.06 · 1 bedroom · 1 bed · 1 private bath,224815152,Hudson River,Manhattan,Hell's Kitchen,Private room,199,30,52,8/9/2020,0.9,10,365,0,Exempt,"40.75469,-73.99625"
31085554,Rental unit in New York · ★4.83 · 2 bedrooms · 3 beds · 2 baths,185265758,Talib,Manhattan,Harlem,Entire home/apt,150,30,65,9/3/2023,1.14,3,282,1,,"40.82167,-73.94826"
31085679,Rental unit in Brooklyn · ★4.56 · 1 bedroom · 1 bed · 1 private bath,231150375,Olabimpe,Brooklyn,Bedford-Stuyvesant,Private room,65,30,27,7/2/2023,0.47,3,283,3,,"40.69093,-73.931"
31087285,Rental unit in New York · ★4.80 · 1 bedroom · 2 beds · 1 bath,219113745,Matt,Manhattan,Midtown,Entire home/apt,249,30,10,2/18/2020,0.17,1,0,0,,"40.75162,-73.98703"
31090120,Home in Queens · ★4.88 · 1 bedroom · 1 bed · 1.5 shared baths,56403037,Jane,Queens,Woodhaven,Private room,49,90,24,12/3/2020,0.45,1,96,0,,"40.68807,-73.84936"
31094549,Rental unit in Brooklyn · ★4.75 · 1 bedroom · 1 bed · 1 bath,2359328,Tega,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,50,4,12/19/2019,0.07,1,0,0,,"40.69173,-73.94821"
31095373,Rental unit in Queens · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,144124452,Yemi,Queens,Rosedale,Private room,42,30,6,1/1/2020,0.1,1,89,0,,"40.65357,-73.73668"
31097104,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,1000278,Michael,Manhattan,Tribeca,Entire home/apt,200,30,2,9/19/2019,0.03,1,0,0,,"40.71868,-74.0081"
31099129,Rental unit in New York · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,232374986,Shelby,Manhattan,East Harlem,Private room,60,30,6,1/22/2019,0.1,1,0,0,,"40.78569,-73.94275"
31101114,Rental unit in Brooklyn · 1 bedroom · 2 beds · 1 bath,16433878,Laurence,Brooklyn,Fort Greene,Entire home/apt,136,30,1,6/24/2023,0.3,2,213,1,,"40.6892283,-73.9757875"
31103559,Home in Staten Island · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,228608906,Linda,Staten Island,Arrochar,Private room,75,30,19,12/14/2019,0.33,2,0,0,,"40.58935,-74.07147"
31106666,Rental unit in Brooklyn · ★4.24 · 1 bedroom · 1 bed · 1 shared bath,231150375,Olabimpe,Brooklyn,Bedford-Stuyvesant,Private room,60,30,33,5/20/2023,0.58,3,352,1,,"40.68934,-73.9293"
31106961,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,93412728,Mor,Brooklyn,Williamsburg,Private room,70,30,0,,,1,0,0,,"40.7147,-73.95102"
31119799,Rental unit in Staten Island · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,33500990,Chian-TiLung,Staten Island,St. George,Private room,55,30,7,1/7/2023,0.33,1,365,2,,"40.64024,-74.08538"
31120226,Rental unit in New York · ★4.64 · 2 bedrooms · 2 beds · 1 bath,15687009,Chad,Manhattan,East Village,Entire home/apt,91,30,61,3/24/2023,1.07,2,121,2,,"40.72563,-73.97505"
31120563,Home in brooklyn · ★4.84 · 5 bedrooms · 7 beds · 3 baths,9786357,Ilsa,Brooklyn,Prospect Heights,Entire home/apt,650,31,20,7/1/2022,0.37,1,365,0,,"40.68083,-73.97"
31120812,Rental unit in New York · 1 bedroom · 1 bed · 1 shared bath,126625033,Nina,Manhattan,Morningside Heights,Private room,150,30,0,,,1,0,0,,"40.80538,-73.96518"
31120894,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,95475481,Brandi,Brooklyn,Greenpoint,Private room,45,30,2,2/28/2019,0.04,1,0,0,,"40.72604,-73.95463"
31121209,Home in Brooklyn · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,37401126,Leah,Brooklyn,East Flatbush,Private room,41,30,173,8/27/2023,3.07,2,353,68,,"40.64149,-73.93961"
31121555,Condo in Brooklyn · ★4.97 · 1 bedroom · 2 beds · 2 baths,9316328,Maria,Brooklyn,Bedford-Stuyvesant,Private room,50,30,38,3/9/2020,0.66,1,0,0,,"40.68597,-73.9544"
31122836,Loft in New York · 3 bedrooms · 3 beds · 2 shared baths,22997536,Kyle,Manhattan,Chelsea,Private room,125,30,2,3/11/2019,0.03,1,0,0,,"40.73921,-73.98998"
31123021,Condo in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,755603,Laura,Brooklyn,Williamsburg,Entire home/apt,189,30,5,7/7/2019,0.09,1,0,0,,"40.70767,-73.9464"
31124462,Rental unit in New York · 1 bedroom · 1 bed · 1 private bath,2373009,Reza,Manhattan,Hell's Kitchen,Private room,47,30,1,2/24/2019,0.02,1,0,0,,"40.76575,-73.98826"
31126424,Rental unit in Brooklyn  · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,176899233,Vicky,Brooklyn,Kensington,Shared room,39,30,24,7/20/2023,0.44,2,39,12,,"40.64068,-73.97023"
31127267,Rental unit in Queens · ★4.89 · Studio · 2 beds · 1 bath,32540806,Maor,Queens,Kew Gardens Hills,Entire home/apt,41,30,9,1/6/2020,0.16,1,0,0,,"40.72964,-73.82672"
31127402,Loft in Brooklyn · Studio · 1 bed · 1 bath,172391931,Francis,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,30,1,4/25/2019,0.02,1,0,0,,"40.691,-73.95362"
31127529,Rental unit in Brooklyn · ★4.55 · 1 bedroom · 1 bed · 1 shared bath,231150375,Olabimpe,Brooklyn,Bedford-Stuyvesant,Private room,60,30,38,10/29/2022,0.67,3,363,1,,"40.68932,-73.93082"
31127742,Rental unit in New York · 1 bedroom · 2 beds · 1.5 baths,232648305,Josh,Manhattan,Kips Bay,Entire home/apt,779,30,2,3/4/2019,0.03,1,89,0,,"40.7411,-73.9802"
31128175,Rental unit in New York · 1 bedroom · 1 bed · 1 shared bath,855089,Shawn,Manhattan,Chinatown,Private room,60,30,0,,,1,0,0,,"40.71335,-73.99066"
31129115,Rental unit in Brooklyn · ★4.67 · Studio · 1 private bath,1499484,Tom,Brooklyn,Red Hook,Private room,133,30,316,9/6/2023,5.51,2,342,69,,"40.67791,-74.01346"
31135051,Home in Queens · ★4.29 · 1 bedroom · 1 bed · 1 shared bath,230025652,Kafayat,Queens,Queens Village,Private room,46,30,7,4/30/2019,0.12,2,0,0,,"40.70588,-73.74936"
31136603,Condo in New York · ★5.0 · Studio · 1 bed · 1 bath,22560728,Sean,Manhattan,Hell's Kitchen,Entire home/apt,150,60,9,8/6/2023,0.17,1,179,2,,"40.76068,-73.99419"
31143377,Rental unit in New York · ★5.0 · Studio · 1 bed · 1 bath,232463854,Mina,Manhattan,Battery Park City,Entire home/apt,300,30,5,9/28/2019,0.09,1,0,0,,"40.70776,-74.01692"
31145329,Rental unit in Brooklyn  · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,72602373,Mo,Brooklyn,Brownsville,Private room,45,30,16,1/18/2020,0.29,1,0,0,,"40.66254,-73.91655"
31146186,Rental unit in Queens · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,6586697,Yasha,Queens,Astoria,Private room,90,30,4,7/5/2022,0.07,3,85,0,,"40.76758,-73.91122"
31148287,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,23901417,Megan & Erica,Brooklyn,Carroll Gardens,Entire home/apt,100,30,0,,,1,0,0,,"40.68061,-74.00066"
31150305,Rental unit in New York · ★4.27 · 1 bedroom · 2 beds · 1 bath,2928701,Catalina,Manhattan,East Village,Entire home/apt,265,30,11,7/31/2023,0.22,4,309,4,,"40.72898,-73.98413"
31153044,Condo in New York · 1 bedroom · 1 bed · 1 private bath,9169717,Yanina,Manhattan,Gramercy,Private room,150,30,0,,,1,0,0,,"40.73595,-73.98243"
31153254,Rental unit in New York · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,50241946,Ana,Manhattan,Midtown,Private room,215,30,24,9/27/2019,0.41,1,0,0,,"40.74997,-73.97086"
31163666,Rental unit in Brooklyn  · ★4.85 · 1 bedroom · 1 bed · 1 bath,90219307,Alie And Pat,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,30,99,8/22/2023,1.95,1,312,21,,"40.68529,-73.92167"
31164039,Rental unit in Queens · ★4.93 · 1 bedroom · 1 bed · 2 baths,137358866,Kaz,Queens,Woodside,Private room,90,30,15,8/5/2023,0.29,137,334,5,,"40.74682,-73.90679"
31166982,Rental unit in Brooklyn · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,232959891,Niccolo,Brooklyn,Bushwick,Private room,60,30,9,1/5/2020,0.16,1,0,0,,"40.69587,-73.92074"
31172569,Townhouse in Brooklyn  · 1 bedroom · 1 bed · 1 bath,224126362,Nikki Jo,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,30,0,,,1,0,0,,"40.67994,-73.93139"
31172584,Loft in Brooklyn · ★5.0 · 2 bedrooms · 2 beds · 1 bath,4318363,D,Brooklyn,Williamsburg,Entire home/apt,195,30,5,11/13/2021,0.09,1,0,0,,"40.71535,-73.95454"
31173740,Rental unit in Brooklyn · ★4.74 · 3 bedrooms · 5 beds · 1.5 baths,233025597,Monique,Brooklyn,Bedford-Stuyvesant,Entire home/apt,215,30,91,9/28/2023,1.66,1,318,29,,"40.6813,-73.92074"
31174610,Rental unit in Queens · ★4.92 · 1 bedroom · 1 bed · 1 private bath,137358866,Kaz,Queens,Woodside,Private room,85,30,12,6/30/2023,0.22,137,332,3,,"40.74515,-73.90604"
31176662,Rental unit in New York · ★4.75 · 1 bedroom · 2 beds · 1 bath,9201921,Rachel,Manhattan,Lower East Side,Entire home/apt,195,30,4,12/27/2019,0.08,1,0,0,,"40.72262,-73.98934"
31176669,Rental unit in New York · 1 bedroom · 1 bed · 1 shared bath,32524198,Sylvia,Manhattan,Kips Bay,Private room,76,30,0,,,1,0,0,,"40.73749,-73.97525"
31177983,Rental unit in New York · 1 bedroom · 1 bed · 1 shared bath,57677436,Soyoun,Manhattan,Upper East Side,Private room,10000,30,0,,,1,0,0,,"40.7653890676144,-73.9674792917587"
31178588,Rental unit in New York · ★4.0 · 1 bedroom · 1 bed · 1 private bath,107578852,Karlos,Manhattan,Washington Heights,Private room,200,30,13,9/3/2023,0.22,1,365,1,,"40.84405,-73.93773"
31183826,Rental unit in Brooklyn · ★4.74 · 1 bedroom · 1 bed · 1 private bath,123527938,Victor,Brooklyn,Williamsburg,Private room,110,30,34,9/5/2023,0.59,5,80,13,,"40.70652,-73.93654"
31188063,Rental unit in New York · ★4.55 · 1 bedroom · 2 beds · 1 bath,23696703,Johnny,Manhattan,Inwood,Entire home/apt,105,30,11,1/2/2020,0.22,1,0,0,,"40.86265,-73.92822"
31188378,Hotel in New York · ★4.14 · 4 bedrooms · 1 bed · 1 private bath,224815152,Hudson River,Manhattan,Hell's Kitchen,Private room,199,30,14,6/17/2020,0.24,10,365,0,Exempt,"40.75434,-73.99818"
31189979,Rental unit in Brooklyn · ★4.94 · 1 bedroom · 1 bed · 1 bath,40231738,Thatcher,Brooklyn,Park Slope,Entire home/apt,225,30,35,6/1/2023,0.64,2,0,6,,"40.67007,-73.9798"
31194309,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 private bath,91845557,Angela,Brooklyn,Bushwick,Private room,100,30,0,,,1,0,0,,"40.68818,-73.9191"
31201815,Place to stay in Bronx · ★4.95 · 1 bedroom · 2 beds · 1 private bath,256031371,Tochi,Bronx,Melrose,Private room,222,30,56,9/24/2023,1.03,1,180,43,,"40.8174258925239,-73.9213535525452"
31201905,Rental unit in Queens · ★4.55 · 2 bedrooms · 2 beds · 1 bath,226664611,Samuel,Queens,South Ozone Park,Entire home/apt,89,30,119,7/31/2023,2.06,1,350,10,,"40.68114,-73.81203"
31205946,Rental unit in Brooklyn · ★4.53 · 1 bedroom · 1 bed · 1.5 shared baths,52593429,Xavier,Brooklyn,Bushwick,Private room,80,30,51,9/23/2023,0.89,1,31,14,,"40.70266,-73.92633"
31206698,Home in Brooklyn · ★4.88 · 2 bedrooms · 3 beds · 1.5 baths,10198498,Heather,Brooklyn,Bay Ridge,Entire home/apt,130,30,16,7/5/2023,0.31,1,90,2,,"40.63728,-74.03287"
31208865,Rental unit in Brooklyn · ★4.71 · Studio · 1 bed · 1 bath,52964447,Mariel,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,90,30,31,5/29/2023,0.54,1,0,5,,"40.66137,-73.9616"
31209182,Rental unit in Queens · 1 bedroom · 1 bed · 1 shared bath,131782045,Rylan,Queens,Long Island City,Private room,55,30,0,,,1,0,0,,"40.74751,-73.93845"
31211176,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,25137,Jutta,Brooklyn,Bedford-Stuyvesant,Entire home/apt,105,30,14,12/26/2022,0.24,1,3,1,,"40.68234,-73.91504"
31211375,Loft in Brooklyn · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,231959634,Eleanor And Alex,Brooklyn,Bedford-Stuyvesant,Private room,45,30,60,3/16/2020,1.04,2,0,0,,"40.69405,-73.93101"
31211385,Condo in Queens · ★5.0 · Studio · 1 bed · 1 bath,233417287,Felix,Queens,Long Island City,Entire home/apt,110,30,3,2/13/2019,0.05,1,0,0,,"40.7426,-73.95625"
31212456,Rental unit in Queens · ★4.94 · 1 bedroom · 2 beds · 1 bath,233436938,Janet,Queens,Rosedale,Entire home/apt,99,30,114,9/9/2023,2.09,1,191,25,,"40.65161,-73.73374"
31214157,Rental unit in New York · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,81764323,Lucas,Manhattan,Kips Bay,Private room,118,30,11,10/27/2019,0.19,2,0,0,,"40.74421,-73.97702"
31216136,Loft in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,14384914,Love,Brooklyn,Bushwick,Private room,88,30,9,7/1/2023,0.18,2,51,2,,"40.7046,-73.92206"
31218310,Home in Staten Island · ★4.84 · 1 bedroom · 1 bed · 1.5 shared baths,233485864,Jeannie,Staten Island,New Dorp Beach,Private room,92,30,229,9/23/2023,3.98,3,351,38,,"40.56653,-74.10441"
31219800,Loft in New York · ★4.50 · 1 bedroom · 5 beds · 2 shared baths,172226912,Rom,Manhattan,Murray Hill,Shared room,10000,40,11,8/31/2019,0.2,1,0,0,,"40.74931,-73.9783"
31220573,Home in New York · 2 bedrooms · 3 beds · 1 bath,106825862,Anton,Manhattan,Hell's Kitchen,Entire home/apt,840,30,0,,,1,0,0,,"40.75874,-73.99205"
31220645,Rental unit in Brooklyn · ★5.0 · 2 bedrooms · 2 beds · 2 baths,646563,Brian,Brooklyn,Clinton Hill,Entire home/apt,400,30,8,5/13/2019,0.14,1,0,0,,"40.68302,-73.95942"
31220749,Rental unit in Queens · 1 bedroom · 1 bed · 1 shared bath,47931146,Rachel,Queens,Ridgewood,Private room,39,30,2,4/3/2019,0.04,1,0,0,,"40.70464,-73.9089"
31221559,Rental unit in Brooklyn · ★4.89 · 1 bedroom · 3 beds · 1 private bath,67345821,Jason,Brooklyn,East Flatbush,Private room,66,30,154,8/25/2023,2.67,1,193,23,,"40.6453,-73.95114"
31223352,Rental unit in Brooklyn · ★4.79 · 2 bedrooms · 4 beds · 1.5 baths,233534153,Luba,Brooklyn,Sheepshead Bay,Entire home/apt,169,30,24,8/28/2023,0.43,1,365,4,,"40.59521,-73.94379"
